ID;Дата и время создания;Дата последнего изменения;Код КПГЗ;Наименование КПГЗ;Вышестоящий КПГЗ;Описание;ОКПД;ОКПД-2;Код номенклатуры МЭР;Необходимость привязки к объекту городского хозяйства;Признак стандартизированной позиции;Требуется проведение государственной экспертизы;Относится к капитальному и текущему ремонту, благоустройству, устройству пешеходных зон, сносу и т.п.;Тип объекта городского хозяйства;Проект
3205935;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.07.05.07.05;АККУМУЛЯТОРЫ ДЛЯ УСТРОЙСТВ БЕСПЕРЕБОЙНОГО ПИТАНИЯ;01.13.07.05.07 АККУМУЛЯТОРЫ ДЛЯ УСТРОЙСТВ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИХ, ЭЛЕКТРОНИКИ, ОРГТЕХНИКИ, СРЕДСТВ СВЯЗИ;Аккумуляторы для устройств бесперебойного питания. Данная позиция не имеет подчиненных позиций.;31.40.23;27.20.23;30.0;;Нет;;;;Нет
3205930;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.07.05.07;АККУМУЛЯТОРЫ ДЛЯ УСТРОЙСТВ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИХ, ЭЛЕКТРОНИКИ, ОРГТЕХНИКИ, СРЕДСТВ СВЯЗИ;01.13.07.05 СИСТЕМЫ ЭЛЕКТРОПИТАНИЯ;В данную группировку входят: <br>- аккумуляторы для устройств мобильных (кроме мобильных телефонов)<br>- аккумуляторы для мобильных телефонов<br>- аккумуляторы для фото- и видеотехники<br>- аккумуляторы для устройств радиосвязи<br>- аккумуляторы для устройств бесперебойного питания<br>- аккумуляторы для устройств мобильных внешние резервные;31.40.23;27.20.23;30.0;;Нет;;;;Нет
3205931;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.07.05.07.01;АККУМУЛЯТОРЫ ДЛЯ УСТРОЙСТВ МОБИЛЬНЫХ (КРОМЕ МОБИЛЬНЫХ ТЕЛЕФОНОВ);01.13.07.05.07 АККУМУЛЯТОРЫ ДЛЯ УСТРОЙСТВ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИХ, ЭЛЕКТРОНИКИ, ОРГТЕХНИКИ, СРЕДСТВ СВЯЗИ;Аккумуляторы для устройств мобильных (кроме мобильных телефонов). Данная позиция не имеет подчиненных позиций.;31.40.23;27.20.23;30.0;;Нет;;;;Нет
3205936;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.07.05.07.06;АККУМУЛЯТОРЫ ДЛЯ УСТРОЙСТВ МОБИЛЬНЫХ ВНЕШНИЕ РЕЗЕРВНЫЕ;01.13.07.05.07 АККУМУЛЯТОРЫ ДЛЯ УСТРОЙСТВ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИХ, ЭЛЕКТРОНИКИ, ОРГТЕХНИКИ, СРЕДСТВ СВЯЗИ;Аккумуляторы для устройств мобильных внешние резервные. Данная позиция не имеет подчиненных позиций.;31.40.23;27.20.23;30.0;;Нет;;;;Нет
3205934;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.07.05.07.04;АККУМУЛЯТОРЫ ДЛЯ УСТРОЙСТВ РАДИОСВЯЗИ;01.13.07.05.07 АККУМУЛЯТОРЫ ДЛЯ УСТРОЙСТВ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИХ, ЭЛЕКТРОНИКИ, ОРГТЕХНИКИ, СРЕДСТВ СВЯЗИ;Аккумуляторы для устройств радиосвязи. Данная позиция не имеет подчиненных позиций.;31.40.23;27.20.23;30.0;;Нет;;;;Нет
3205933;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.07.05.07.03;АККУМУЛЯТОРЫ ДЛЯ ФОТО- И ВИДЕОТЕХНИКИ;01.13.07.05.07 АККУМУЛЯТОРЫ ДЛЯ УСТРОЙСТВ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИХ, ЭЛЕКТРОНИКИ, ОРГТЕХНИКИ, СРЕДСТВ СВЯЗИ;Аккумуляторы для фото- и видеотехники. Данная позиция не имеет подчиненных позиций.;31.40.23;27.20.23;30.0;;Нет;;;;Нет
3205421;29.03.2014 00:00:00;26.03.2016 00:00:00;01.10.04.03;АККУМУЛЯТОРЫ, КРОМЕ ПРЕДНАЗНАЧЕННЫХ ДЛЯ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИХ УСТРОЙСТВ;01.10.04 РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ ЭНЕРГЕТИЧЕСКОГО ОБОРУДОВАНИЯ;Аккумуляторы, кроме предназначенных для информационно-технологических устройств. Данная позиция не имеет подчиненных позиций.;31.40.2;27.20.2;36.63.991;;Нет;;;;Нет
3206443;26.03.2016 00:00:00;26.03.2016 00:00:00;01.19.99;АКСЕССУАРЫ;01.19 ОДЕЖДА (ВКЛЮЧАЯ ФОРМЕННУЮ), ОБУВЬ, ГАЛАНТЕРЕЯ, ГОЛОВНЫЕ УБОРЫ;Аксессуары. Данная позиция не имеет подчиненных позиций.;18.24.31;14.19.31;36.63.552;;Нет;;;;Нет
3206079;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.13.04;АКСЕССУАРЫ ДЛЯ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ;01.13.13 РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ;В данную группировку входят: <br>- аксессуары для мобильных устройств<br>- аксессуары для носителей информации<br>- аксессуары для информационно-технологического оборудования прочие;29.56.26;28.99.52;30.0;;Нет;;;;Нет
3206082;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.13.04.99;АКСЕССУАРЫ ДЛЯ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ ПРОЧИЕ;01.13.13.04 АКСЕССУАРЫ ДЛЯ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ;Аксессуары для информационно-технологического оборудования прочие. Данная позиция не имеет подчиненных позиций.;30.02.19.190;26.20.40.190;30.02.710;;Нет;;;;Нет
3206080;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.13.04.01;АКСЕССУАРЫ ДЛЯ МОБИЛЬНЫХ УСТРОЙСТВ;01.13.13.04 АКСЕССУАРЫ ДЛЯ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ;Аксессуары для мобильных устройств. Данная позиция не имеет подчиненных позиций.;32.20.11.910;26.30.30.000;34.30.991;;Нет;;;;Нет
3206081;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.13.04.02;АКСЕССУАРЫ ДЛЯ НОСИТЕЛЕЙ ИНФОРМАЦИИ;01.13.13.04 АКСЕССУАРЫ ДЛЯ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ;Аксессуары для носителей информации. Данная позиция не имеет подчиненных позиций.;25.24.27.190;22.29.25.000;29.56.991;;Нет;;;;Нет
3205903;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.06;АКТИВНОЕ СЕТЕВОЕ ОБОРУДОВАНИЕ;01.13 ТОВАРЫ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИЕ, СРЕДСТВА СВЯЗИ, ОРГТЕХНИКА, ЭЛЕКТРОНИКА (ВКЛЮЧАЯ ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ);В данную группировку входят: <br>- коммутаторы<br>- маршрутизаторы кабельные<br>- маршрутизаторы беспроводные<br>- мосты<br>- шлюзы<br>- медиаконвертеры<br>- принт-серверы<br>- оборудование активное сетевое для волоконно-оптических линий связи<br>- оборудование активное сетевое прочее;30.02.19.190;26.20.40.190;30.02.710;;Нет;;;;Нет
8973255;29.03.2014 00:00:00;23.03.2017 13:48:17;02.01.04.06;АКТУАЛИЗАЦИЯ ИНЖЕНЕРНО-ЭКОЛОГИЧЕСКОГО ПРОЕКТА;02.01.04 ИЗЫСКАНИЯ ИНЖЕНЕРНО-ЭКОЛОГИЧЕСКИЕ;Актуализация инженерно-экологического проекта. Данная позиция не имеет подчиненных позиций.;74.20.71.000;72.19.1;;;Нет;;;;Нет
3203622;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.11.10;АКУШЕРСКИЕ ЭХОСКОПЫ;01.02.05.01.11 ПРИБОРЫ ДЛЯ ИССЛЕДОВАНИЯ ЗВУКОВЫХ КОЛЕБАНИЙ В ОРГАНАХ ЧЕЛОВЕКА;Акушерские эхоскопы. Данная позиция не имеет подчиненных позиций.;33.10.12.123;26.60.12.123;33.10.991;;Нет;;;;Нет
3203633;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.12.02;АЛКОМЕТРЫ, АЛКОТЕСТЕРЫ, АНАЛИЗАТОРЫ ПАРОВ ЭТАНОЛА, АЛКОГОЛЯ;01.02.05.01.12 ПРИБОРЫ ДЛЯ ИЗМЕРЕНИЯ ОБЪЕМА И ГАЗОВОГО СОСТАВА ВЫДЫХАЕМОГО И ВДЫХАЕМОГО ВОЗДУХА И КРОВИ;Алкометры, алкотестеры, анализаторы паров этанола, алкоголя. Данная позиция не имеет подчиненных позиций.;33.10.12.124;26.60.12.124;32.30.262;;Нет;;;;Нет
3204803;26.03.2016 00:00:00;26.03.2016 00:00:00;01.02.09.14.01;АЛЛЕРГЕНЫ,V01;01.02.09.14 ПРОЧИЕ ПРЕПАРАТЫ,V;В данную группировку входят: <br>- аллергены, v01a;24.41.60.479;21.20.23.191;24.41.920;;Да;;;;Нет
3203048;29.03.2014 00:00:00;26.03.2016 00:00:00;01.01.04.10;АЛЫЧА;01.01.04 ЯГОДЫ И КОНСЕРВЫ ИЗ ЯГОД, КРОМЕ ВАРЕНЬЯ И ДЖЕМОВ;Алыча. Данная позиция не имеет подчиненных позиций.;01.13.23.125;01.24.29.120;01.13.260;;Нет;;;;Нет
9028545;26.03.2016 00:00:00;28.03.2017 14:46:50;01.07.05.03;АЛЬБОМЫ ДЛЯ РИСОВАНИЯ;01.07.05 ТОВАРЫ ДЛЯ ТВОРЧЕСТВА;Альбомы для рисования. Данная позиция не имеет подчиненных позиций.;22.22.13.110;17.23.13.190;;;Нет;;;;Нет
13934732;26.10.2017 18:30:45;26.10.2017 18:30:45;01.15.05.20;АЛЬБОМЫ ДЛЯ ФОТОГРАФИЙ;01.15.05 ПРИНАДЛЕЖНОСТИ И РАСХОДНЫЕ МАТЕРИАЛЫ ОФИСНЫЕ;Альбомы для фотографий. Данная позиция не имеет подчиненных позиций.;22.22.13.120;58.19.19.190;;Нет;Нет;Нет;Нет;;Нет
3205045;29.03.2014 00:00:00;26.03.2016 00:00:00;01.07.03.02.01.03;АЛЬТЫ ДУХОВЫЕ;01.07.03.02.01 ИНСТРУМЕНТЫ ДУХОВЫЕ АМБУШЮРНЫЕ С ВЕНТИЛЬНЫМ МЕХАНИЗМОМ;Альты духовые . Данная позиция не имеет подчиненных позиций.;36.30.14.113;32.20.13.163;36.30.310;;Нет;;;;Нет
3205028;29.03.2014 00:00:00;26.03.2016 00:00:00;01.07.03.01.03.02;АЛЬТЫ СКРИПИЧНЫЕ;01.07.03.01.03 ИНСТРУМЕНТЫ СТРУННЫЕ СМЫЧКОВЫЕ;Альты скрипичные . Данная позиция не имеет подчиненных позиций.;36.30.12.112;32.20.12.112;36.30.150;;Нет;;;;Нет
10640370;30.06.2017 17:51:14;30.06.2017 17:51:14;01.11.03.01.04.02;АЛЮМИНИЙ И МЕТАЛЛОИЗДЕЛИЯ ИЗ АЛЮМИНИЯ;01.11.03.01.04 МЕТАЛЛЫ ЦВЕТНЫЕ И МЕТАЛЛОИЗДЕЛИЯ ИЗ ЦВЕТНЫХ МЕТАЛЛОВ;Алюминий и металлоизделия из алюминия. Данная позиция не имеет подчиненных позиций.;27.42;24.42;;Нет;Нет;Нет;Нет;;Нет
3203726;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.16.06;АМНИОСКОПЫ С ВОЛОКОННЫМИ СВЕТОВОДАМИ;01.02.05.01.16 ЭНДОСКОПИЧЕСКИЕ И УВЕЛИЧИТЕЛЬНЫЕ ПРИБОРЫ;Амниоскопы с волоконными световодами. Данная позиция не имеет подчиненных позиций.;33.10.15.329;32.50.21.112;33.10.991;;Нет;;;;Нет
3203372;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.02.08.01;АМПУЛЬНЫЕ СКАРИФИКАТОРЫ, АМПУЛОВСКРЫВАТЕЛИ;01.02.02.08 РЕЖУЩИЕ, УДАРНЫЕ ХИРУРГИЧЕСКИЕ ИНСТРУМЕНТЫ С ОСТРОЙ (РЕЖУЩЕЙ) КРОМКОЙ;Ампульные скарификаторы, ампуловскрыватели. Данная позиция не имеет подчиненных позиций.;33.10.15.124;32.50.13.110;33.10.350;;Нет;;;;Нет
3204522;26.03.2016 00:00:00;26.03.2016 00:00:00;01.02.09.01.14;АНАБОЛИЧЕСКИЕ ПРЕПАРАТЫ ДЛЯ СИСТЕМНОГО ИСПОЛЬЗОВАНИЯ,A14;01.02.09.01 ПИЩЕВАРИТЕЛЬНЫЙ ТРАКТ И ОБМЕН ВЕЩЕСТВ, A;В данную группировку входят: <br>- анаболические стероидные препараты, a14a<br>- прочие анаболические препараты, a14b;24.41.52.190;21.20.10.110;24.41.000;;Да;;;;Нет
3203460;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.02.01;АНАЛИЗАТОРЫ АКТИВНОСТИ ЩИТОВИДНОЙ ЖЕЛЕЗЫ;01.02.05.01.02 РАДИОДИАГНОСТИЧЕСКИЕ ПРИБОРЫ;Анализаторы активности щитовидной железы. Данная позиция не имеет подчиненных позиций.;33.10.12.119;26.60.12.119;33.10.210;;Нет;;;;Нет
3203892;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.03.36;АНАЛИЗАТОРЫ АКУСТИЧЕСКИЕ БЕЛКА И БЕЛКОВЫХ ФРАКЦИЙ;01.02.05.03 МЕДИЦИНСКИЕ АНАЛИЗАТОРЫ СОСТАВА И СВОЙСТВ БИОЛОГИЧЕСКИХ ЖИДКОСТЕЙ;Анализаторы акустические белка и белковых фракций. Данная позиция не имеет подчиненных позиций.;33.20.53.320;26.51.53.190;24.66.360;;Нет;;;;Нет
3397019;29.03.2014 00:00:00;15.04.2016 10:08:58;01.02.05.03.37;АНАЛИЗАТОРЫ ДЛЯ ДИАГНОСТИКИ НЕОТЛОЖНЫХ СОСТОЯНИЙ;01.02.05.03 МЕДИЦИНСКИЕ АНАЛИЗАТОРЫ СОСТАВА И СВОЙСТВ БИОЛОГИЧЕСКИХ ЖИДКОСТЕЙ;Анализаторы для диагностики неотложных состояний. Данная позиция не имеет подчиненных позиций.;33.20.53.329;26.51.53.190;;;Нет;;;;Нет
3203928;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.07.01.04;АНАЛИЗАТОРЫ ДЛЯ ОПРЕДЕЛЕНИЯ ТРОПИНА;01.02.05.07.01 МЕДИЦИНСКИЕ АНАЛИЗАТОРЫ ДЛЯ КЛИНИКО-ДИАГНОСТИЧЕСКИХ ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ;Анализаторы для определения тропина. Данная позиция не имеет подчиненных позиций.;33.20.53.321;26.51.53.190;33.10.370;;Нет;;;;Нет
3203927;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.07.01.03;АНАЛИЗАТОРЫ ДЛЯ ОПРЕДЕЛЕНИЯ УРОВНЯ ФЕРТИЛЬНЫХ ГОРМОНОВ В МОЧЕ;01.02.05.07.01 МЕДИЦИНСКИЕ АНАЛИЗАТОРЫ ДЛЯ КЛИНИКО-ДИАГНОСТИЧЕСКИХ ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ;Анализаторы для определения уровня фертильных гормонов в моче. Данная позиция не имеет подчиненных позиций.;33.20.53.321;26.51.53.190;33.10.370;;Нет;;;;Нет
3203544;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.08.02;АНАЛИЗАТОРЫ ЖИРОВОЙ МАССЫ (АНАЛИЗАТОРЫ-ВЕСЫ);01.02.05.01.08 СРЕДСТВА ИЗМЕРЕНИЯ ДЛЯ МАССЫ, СИЛЫ, ЭНЕРГИИ, ЛИНЕЙНЫХ И УГЛОВЫХ ВЕЛИЧИН, ТЕМПЕРАТУРЫ;Анализаторы жировой массы (анализаторы-весы). Данная позиция не имеет подчиненных позиций.;33.10.12.122;26.60.12.122;29.24.350;;Нет;;;;Нет
3203873;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.03.17;АНАЛИЗАТОРЫ ИММУНО-ТУРБИДИМЕТРИЧЕСКИЕ;01.02.05.03 МЕДИЦИНСКИЕ АНАЛИЗАТОРЫ СОСТАВА И СВОЙСТВ БИОЛОГИЧЕСКИХ ЖИДКОСТЕЙ;Анализаторы иммуно-турбидиметрические. Данная позиция не имеет подчиненных позиций.;33.20.53.329;26.51.53.190;24.42.610;;Нет;;;;Нет
3203874;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.03.18;АНАЛИЗАТОРЫ ИММУНОДЕФИЦИТА;01.02.05.03 МЕДИЦИНСКИЕ АНАЛИЗАТОРЫ СОСТАВА И СВОЙСТВ БИОЛОГИЧЕСКИХ ЖИДКОСТЕЙ;Анализаторы иммунодефицита. Данная позиция не имеет подчиненных позиций.;33.20.53.329;26.51.53.190;24.42.610;;Нет;;;;Нет
